GISJOIN,YEAR,STATE,TRACTA,race_white,race_black,race_american_indian_eskimo_aleut,race_asian_pacific_islander,race_other,housing_occupied,housing_vacant,year_built_1989_to_1990,year_built_1985_to_1988,year_built_1980_to_1984,year_built_1970_to_1979,year_built_1960_to_1969,year_built_1950_to_1959,year_built_1940_to_1949,year_built_1939_or_earlier,total_above_poverty,total_below_poverty,total_poverty_determined,poverty_rate,total_housing_units,occupancy_rate,avg_home_value_1990,2019-23_value,home_value_ratio_2019_23_to_1990
G06003702293,1990,California,2293,631,1744,0,37,2388,1277,137,43,31,83,58,131,348,247,473,3018,1753,4771,0.3674282121148606,1414,0.9031117397454032,110139.44223107569,657400,5.968797250859107
G06003702294,1990,California,2294,768,2337,22,35,4026,1709,142,62,156,68,118,254,338,359,496,4486,2634,7120,0.3699438202247191,1851,0.9232847109670448,100171.02615694165,591400,5.903902781962438
G06003702294,1990,California,2294,768,2337,22,35,4026,1709,142,62,156,68,118,254,338,359,496,4486,2634,7120,0.3699438202247191,1851,0.9232847109670448,100171.02615694165,518400,5.175149141307623
G06003702311,1990,California,2311,704,118,0,63,1246,542,51,7,20,14,18,31,119,177,207,1414,637,2051,0.310580204778157,593,0.9139966273187183,137500.0,546900,3.9774545454545454
G06003702312,1990,California,2312,726,3561,0,134,3777,2310,430,7,103,313,246,474,285,308,1004,4570,3552,8122,0.43733070672248214,2740,0.843065693430657,130226.2443438914,730800,5.611772063933287
G06003702312,1990,California,2312,726,3561,0,134,3777,2310,430,7,103,313,246,474,285,308,1004,4570,3552,8122,0.43733070672248214,2740,0.843065693430657,130226.2443438914,604800,4.644225156358583
G06003702313,1990,California,2313,457,2860,39,108,1320,1436,94,16,57,82,49,212,361,154,599,3301,1418,4719,0.3004873913964823,1530,0.938562091503268,119145.72864321608,676400,5.677081400253058
G06003702313,1990,California,2313,457,2860,39,108,1320,1436,94,16,57,82,49,212,361,154,599,3301,1418,4719,0.3004873913964823,1530,0.938562091503268,119145.72864321608,808500,6.78580767608604
G06003702314,1990,California,2314,275,2688,6,376,696,1465,123,0,35,44,44,215,427,218,605,2985,1039,4024,0.2582007952286282,1588,0.922544080604534,112969.45701357466,712300,6.305244079507335
G06003702315,1990,California,2315,202,3044,85,203,543,1308,49,0,0,0,20,145,261,166,765,3201,876,4077,0.21486387049300956,1357,0.9638909358879882,127624.68030690537,698400,5.472295784173743
G06003702316,1990,California,2316,537,3435,25,63,2329,1883,205,0,40,0,31,90,317,454,1156,4741,1450,6191,0.23421095138103698,2088,0.9018199233716475,131636.10038610038,754100,5.72867167736022
G06003702316,1990,California,2316,537,3435,25,63,2329,1883,205,0,40,0,31,90,317,454,1156,4741,1450,6191,0.23421095138103698,2088,0.9018199233716475,131636.10038610038,670700,5.095106874427131
G06003702316,1990,California,2316,537,3435,25,63,2329,1883,205,0,40,0,31,90,317,454,1156,4741,1450,6191,0.23421095138103698,2088,0.9018199233716475,131636.10038610038,712700,5.414168285976169
G06003702317,1990,California,2317,1981,2515,0,180,4015,2304,127,145,626,106,53,189,279,367,666,5430,3166,8596,0.36831084225221034,2431,0.9477581242287124,122598.81422924901,861400,7.026169098089788
G06003702317,1990,California,2317,1981,2515,0,180,4015,2304,127,145,626,106,53,189,279,367,666,5430,3166,8596,0.36831084225221034,2431,0.9477581242287124,122598.81422924901,577700,4.712117353107117
G06003702318,1990,California,2318,829,1418,0,50,3556,1470,67,89,20,22,29,249,159,222,747,3831,1922,5753,0.3340865635320702,1537,0.9564085881587508,129275.70093457944,629400,4.868664377372131
G06003702319,1990,California,2319,533,2072,0,34,3159,1515,109,111,52,17,84,342,240,259,519,3786,1914,5700,0.3357894736842105,1624,0.9328817733990148,114771.95945945945,525000,4.574288027080727
G06003702319,1990,California,2319,533,2072,0,34,3159,1515,109,111,52,17,84,342,240,259,519,3786,1914,5700,0.3357894736842105,1624,0.9328817733990148,114771.95945945945,707100,6.160912502759586
G06003702321,1990,California,2321,615,3285,0,0,2531,1846,135,73,36,43,71,216,430,365,747,4010,2369,6379,0.37137482364006896,1981,0.9318525996971226,107112.18836565097,567200,5.295382427102864
G06003702321,1990,California,2321,615,3285,0,0,2531,1846,135,73,36,43,71,216,430,365,747,4010,2369,6379,0.37137482364006896,1981,0.9318525996971226,107112.18836565097,612300,5.716436283700782
G06003702322,1990,California,2322,200,1798,0,32,807,854,77,5,0,37,4,116,192,149,428,1768,996,2764,0.36034732272069464,931,0.9172932330827067,129221.69811320755,677300,5.241379813834642
G06003702323,1990,California,2323,236,2451,10,0,696,1052,65,0,0,6,48,44,138,208,673,2560,833,3393,0.24550545240200414,1117,0.9418084153983886,117111.60714285714,628300,5.364967788663134
G06003702324,1990,California,2324,438,4748,104,99,1069,1928,118,0,35,24,28,120,321,437,1081,4817,1556,6373,0.2441550290287149,2046,0.9423264907135875,129583.83594692401,740800,5.716762392366768
G06003702324,1990,California,2324,438,4748,104,99,1069,1928,118,0,35,24,28,120,321,437,1081,4817,1556,6373,0.2441550290287149,2046,0.9423264907135875,129583.83594692401,633600,4.889498720037235
G06003702325,1990,California,2325,103,3081,13,0,728,1331,158,0,79,26,0,96,255,476,557,2993,916,3909,0.23433103095420824,1489,0.8938885157824042,109184.90153172867,617100,5.651880354727191
G06003702326,1990,California,2326,502,3789,0,49,1232,1671,86,0,38,34,23,160,257,641,604,4234,1310,5544,0.2362914862914863,1757,0.9510529311326124,111825.15337423312,629600,5.6302180770813335
G06003702326,1990,California,2326,502,3789,0,49,1232,1671,86,0,38,34,23,160,257,641,604,4234,1310,5544,0.2362914862914863,1757,0.9510529311326124,111825.15337423312,666400,5.959303250582911
G06003702327,1990,California,2327,452,2444,0,56,1561,1184,49,0,39,0,22,93,284,338,457,3013,1404,4417,0.3178628028073353,1233,0.9602595296025953,110704.60704607047,709500,6.408947368421052
G06003702327,1990,California,2327,452,2444,0,56,1561,1184,49,0,39,0,22,93,284,338,457,3013,1404,4417,0.3178628028073353,1233,0.9602595296025953,110704.60704607047,632600,5.714305997552019
G06003702328,1990,California,2328,509,1687,0,158,2023,1095,49,0,23,0,42,52,230,247,550,2811,1554,4365,0.35601374570446737,1144,0.9571678321678322,105849.35897435897,589100,5.5654564723694175
G06003702340,1990,California,2340,240,4031,19,276,323,1890,67,59,7,0,19,43,247,681,901,4124,718,4842,0.1482858323007022,1957,0.9657639243740419,162253.86493083808,1013800,6.248233288200191
G06003702340,1990,California,2340,240,4031,19,276,323,1890,67,59,7,0,19,43,247,681,901,4124,718,4842,0.1482858323007022,1957,0.9657639243740419,162253.86493083808,802400,4.9453367433930095
G06003702342,1990,California,2342,92,1837,0,529,32,984,14,0,0,0,7,18,247,567,159,2277,213,2490,0.0855421686746988,998,0.9859719438877755,189650.5763688761,956600,5.044013144148764
G06003702343,1990,California,2343,90,3912,11,110,119,2354,78,16,60,0,13,183,758,617,785,3622,620,4242,0.14615747289014616,2432,0.9679276315789473,183344.327176781,1136700,6.199810037776579
G06003702343,1990,California,2343,90,3912,11,110,119,2354,78,16,60,0,13,183,758,617,785,3622,620,4242,0.14615747289014616,2432,0.9679276315789473,183344.327176781,707400,3.8583140852671347
G06003702345,1990,California,2345,265,4241,10,166,555,1942,106,21,11,12,143,114,283,656,808,4162,999,5161,0.19356713815152102,2048,0.9482421875,121969.2005242464,852500,6.989469442578912
G06003702345,1990,California,2345,265,4241,10,166,555,1942,106,21,11,12,143,114,283,656,808,4162,999,5161,0.19356713815152102,2048,0.9482421875,121969.2005242464,803000,6.58362928139691
G06003702346,1990,California,2346,222,3913,36,107,422,1634,151,65,46,22,189,155,168,488,652,3998,680,4678,0.1453612654980761,1785,0.915406162464986,141136.13613613613,825100,5.846128586120075
G06003702347,1990,California,2347,171,2946,5,37,627,1351,37,21,5,72,120,123,181,490,376,3036,739,3775,0.1957615894039735,1388,0.973342939481268,116181.98874296436,678400,5.839115058538554
G06003702348,1990,California,2348,145,2707,0,18,280,1104,53,18,36,70,48,69,169,342,405,2734,416,3150,0.13206349206349208,1157,0.9541918755401901,106819.19642857143,674400,6.313471946505067
G06003702349,1990,California,2349,556,4499,0,0,1691,2243,241,29,82,49,779,240,426,431,448,3963,2584,6547,0.3946845883610814,2484,0.9029790660225443,138353.87323943662,824400,5.958633326970796
G06003702351,1990,California,2351,534,3962,0,47,178,1740,75,0,16,6,83,127,352,596,635,3806,874,4680,0.18675213675213675,1815,0.9586776859504132,171369.61722488038,886300,5.171861934177922
G06003702360,1990,California,2360,925,3033,0,403,74,2080,64,0,0,55,58,559,573,777,122,4074,335,4409,0.07598094806078476,2144,0.9701492537313433,289682.62226847035,821100,2.834481383695242
G06003702361,1990,California,2361,221,4293,9,486,227,2577,178,72,77,200,19,251,1213,891,32,4253,874,5127,0.1704700604642091,2755,0.9353901996370236,192744.6483180428,959700,4.979126571734561
G06003702361,1990,California,2361,221,4293,9,486,227,2577,178,72,77,200,19,251,1213,891,32,4253,874,5127,0.1704700604642091,2755,0.9353901996370236,192744.6483180428,615800,3.1949006386101306
G06003702364,1990,California,2364,196,3972,0,143,19,1910,45,7,29,80,136,609,779,225,90,3893,437,4330,0.10092378752886837,1955,0.9769820971867008,335244.9223416965,1084700,3.23554490377762
G06003702371,1990,California,2371,635,3233,16,33,2316,1744,122,49,71,77,86,375,316,476,416,3894,2294,6188,0.3707175177763413,1866,0.9346195069667739,107867.64705882352,685900,6.358718473074301
G06003702371,1990,California,2371,635,3233,16,33,2316,1744,122,49,71,77,86,375,316,476,416,3894,2294,6188,0.3707175177763413,1866,0.9346195069667739,107867.64705882352,648300,6.010143149284254
G06003702372,1990,California,2372,427,3375,0,48,1854,1665,135,0,44,44,54,188,264,808,398,4256,1418,5674,0.24991187874515333,1800,0.925,99284.18803418803,588900,5.931458086731949
G06003702372,1990,California,2372,427,3375,0,48,1854,1665,135,0,44,44,54,188,264,808,398,4256,1418,5674,0.24991187874515333,1800,0.925,99284.18803418803,595000,5.992897880124826
G06003702373,1990,California,2373,184,4265,28,42,628,1813,223,0,0,155,17,73,204,502,1085,4189,936,5125,0.1826341463414634,2036,0.8904715127701375,109446.64031620554,626800,5.726991693752257
G06003702374,1990,California,2374,452,4626,0,43,1191,2015,211,24,23,44,124,81,242,928,760,4914,1338,6252,0.21401151631477927,2226,0.9052111410601976,98603.6866359447,509700,5.169177922138617
G06003702374,1990,California,2374,452,4626,0,43,1191,2015,211,24,23,44,124,81,242,928,760,4914,1338,6252,0.21401151631477927,2226,0.9052111410601976,98603.6866359447,577600,5.85779314857223
G06003702375,1990,California,2375,342,1760,0,0,1226,979,89,11,43,20,124,134,146,319,271,1892,1412,3304,0.42736077481840196,1068,0.9166666666666666,103103.44827586207,506500,4.912541806020067
G06003702376,1990,California,2376,501,2438,24,97,2369,1479,106,0,54,55,252,287,186,344,407,3082,2334,5416,0.4309453471196455,1585,0.9331230283911672,99840.0,477300,4.780649038461538
G06003702377,1990,California,2377,517,3948,0,55,2745,1958,185,0,24,35,231,523,500,382,448,4039,3123,7162,0.4360513822954482,2143,0.9136724218385441,105153.98550724638,703500,6.690188646739598
G06003702377,1990,California,2377,517,3948,0,55,2745,1958,185,0,24,35,231,523,500,382,448,4039,3123,7162,0.4360513822954482,2143,0.9136724218385441,105153.98550724638,497200,4.728303902144887
G06003702378,1990,California,2378,276,3004,0,59,442,1191,66,0,0,0,93,135,221,333,475,2993,742,3735,0.19866131191432396,1257,0.9474940334128878,114986.16874135546,568200,4.941463884044025
G06003702379,1990,California,2379,156,3191,0,36,234,1282,56,0,0,0,52,96,176,418,596,2995,561,3556,0.1577615298087739,1338,0.9581464872944694,130416.18828932261,686300,5.262383520038735
G06003702380,1990,California,2380,203,5508,53,38,438,2027,99,0,0,0,50,266,445,882,483,5343,799,6142,0.13008791924454574,2126,0.9534336782690499,132796.4205816555,656200,4.941398247978436
G06003702381,1990,California,2381,156,3995,0,71,250,1620,101,0,29,41,14,227,319,572,519,3415,1054,4469,0.23584694562541955,1721,0.9413131900058106,131180.98159509202,678500,5.172243657196305
G06003702382,1990,California,2382,184,4279,0,103,274,1842,222,0,59,168,16,141,591,424,665,3831,942,4773,0.19736015084852293,2064,0.8924418604651163,127830.24691358025,619400,4.845488567496439
G06003702383,1990,California,2383,1209,4709,0,26,3699,2588,324,26,207,217,124,701,696,430,511,5168,4298,9466,0.45404605958166067,2912,0.8887362637362637,107886.59793814433,617900,5.727310081223124
G06003702383,1990,California,2383,1209,4709,0,26,3699,2588,324,26,207,217,124,701,696,430,511,5168,4298,9466,0.45404605958166067,2912,0.8887362637362637,107886.59793814433,670700,6.216712852365026
G06003702384,1990,California,2384,132,4086,11,70,240,1535,56,8,0,10,25,45,278,590,635,4159,351,4510,0.0778270509977827,1591,0.9648020113136392,130419.65888689407,678800,5.204736814935903
G06003702392,1990,California,2392,654,2389,19,49,2711,1444,68,0,0,116,150,453,337,178,278,3584,2195,5779,0.3798234988752379,1512,0.955026455026455,104559.4262295082,584000,5.585340519353258
G06003702392,1990,California,2392,654,2389,19,49,2711,1444,68,0,0,116,150,453,337,178,278,3584,2195,5779,0.3798234988752379,1512,0.955026455026455,104559.4262295082,574500,5.4944830965213125
G06003702393,1990,California,2393,1036,3440,0,12,3078,1899,88,0,0,17,158,317,355,670,470,4537,3029,7566,0.40034364261168387,1987,0.9557121288374434,94345.04792332268,592700,6.282258719945818
G06003702393,1990,California,2393,1036,3440,0,12,3078,1899,88,0,0,17,158,317,355,670,470,4537,3029,7566,0.40034364261168387,1987,0.9557121288374434,94345.04792332268,613900,6.506965797494074
G06003702393,1990,California,2393,1036,3440,0,12,3078,1899,88,0,0,17,158,317,355,670,470,4537,3029,7566,0.40034364261168387,1987,0.9557121288374434,94345.04792332268,508200,5.386610226887911
G06003702395,1990,California,2395,462,3387,0,43,1425,1568,63,0,11,0,116,170,285,538,511,3407,1899,5306,0.3578967206935545,1631,0.9613733905579399,98021.66934189406,549800,5.608963851475826
G06003702395,1990,California,2395,462,3387,0,43,1425,1568,63,0,11,0,116,170,285,538,511,3407,1899,5306,0.3578967206935545,1631,0.9613733905579399,98021.66934189406,524000,5.345756744585909
G06003702396,1990,California,2396,877,2248,0,25,1915,1261,69,0,73,28,127,218,248,336,300,3313,1692,5005,0.33806193806193807,1330,0.9481203007518797,101883.75350140056,473600,4.648434943982404
G06003702396,1990,California,2396,877,2248,0,25,1915,1261,69,0,73,28,127,218,248,336,300,3313,1692,5005,0.33806193806193807,1330,0.9481203007518797,101883.75350140056,589100,5.7820798680321674
G06003702397,1990,California,2397,663,2844,0,3,2010,1415,80,0,35,58,216,163,372,302,349,3294,2179,5473,0.39813630549972595,1495,0.9464882943143813,109684.68468468469,540500,4.927761806981519
G06003702397,1990,California,2397,663,2844,0,3,2010,1415,80,0,35,58,216,163,372,302,349,3294,2179,5473,0.39813630549972595,1495,0.9464882943143813,109684.68468468469,558100,5.088221765913757
G06003702398,1990,California,2398,568,3963,23,0,2191,1961,93,26,72,45,47,213,614,423,614,3984,2683,6667,0.4024298785060747,2054,0.9547224926971762,98880.9880239521,546900,5.530891336436925
G06003702398,1990,California,2398,568,3963,23,0,2191,1961,93,26,72,45,47,213,614,423,614,3984,2683,6667,0.4024298785060747,2054,0.9547224926971762,98880.9880239521,563300,5.69674728435714
G06003702400,1990,California,2400,513,4421,0,0,2130,2022,85,91,112,30,58,272,624,507,413,4388,2645,7033,0.37608417460543153,2107,0.9596582819174181,103959.73154362416,545300,5.245300193673337
G06003702400,1990,California,2400,513,4421,0,0,2130,2022,85,91,112,30,58,272,624,507,413,4388,2645,7033,0.37608417460543153,2107,0.9596582819174181,103959.73154362416,591900,5.693550677856682
G06003702402,1990,California,2402,644,3168,5,42,1736,1350,112,52,29,40,131,121,354,394,341,3604,1944,5548,0.35039653929343906,1462,0.9233926128590971,100445.0,467400,4.653292846831599
G06003702403,1990,California,2403,708,2891,0,114,1997,1502,85,98,66,91,264,176,394,330,168,3682,1994,5676,0.3513037350246653,1587,0.9464398235664776,97922.79411764706,542200,5.537015205556599
G06003702403,1990,California,2403,708,2891,0,114,1997,1502,85,98,66,91,264,176,394,330,168,3682,1994,5676,0.3513037350246653,1587,0.9464398235664776,97922.79411764706,529500,5.407321193917777
G06003702404,1990,California,2404,522,3675,54,67,1342,1605,88,20,35,0,157,363,343,499,276,3703,1871,5574,0.3356655902404019,1693,0.9480212640283521,110116.55948553055,592900,5.384294630798992
G06003702404,1990,California,2404,522,3675,54,67,1342,1605,88,20,35,0,157,363,343,499,276,3703,1871,5574,0.3356655902404019,1693,0.9480212640283521,110116.55948553055,496700,4.510674891411468
G06003702405,1990,California,2405,489,3149,19,0,1433,1413,59,0,112,48,161,156,408,297,290,3167,1923,5090,0.37779960707269156,1472,0.9599184782608695,95783.2422586521,543900,5.678446324997623
G06003702406,1990,California,2406,251,2452,28,11,1061,1082,58,0,53,185,61,197,270,208,166,2613,1167,3780,0.30873015873015874,1140,0.9491228070175438,104335.8395989975,493500,4.729918328128753
G06003702407,1990,California,2407,193,3759,0,0,1039,1471,45,9,80,54,23,137,327,608,278,3147,1789,4936,0.3624392220421394,1516,0.9703166226912929,93830.35714285714,479400,5.109220667998858
G06003702408,1990,California,2408,349,2370,7,0,854,947,51,13,39,0,97,149,241,226,233,2179,1377,3556,0.3872328458942632,998,0.9488977955911824,93030.72625698324,536100,5.76261222038733
G06003702409,1990,California,2409,445,2465,0,0,1362,1043,62,10,13,87,81,126,361,299,128,2824,1415,4239,0.3338051427223402,1105,0.9438914027149321,100000.0,584300,5.843
G06003702409,1990,California,2409,445,2465,0,0,1362,1043,62,10,13,87,81,126,361,299,128,2824,1415,4239,0.3338051427223402,1105,0.9438914027149321,100000.0,475400,4.754
G06003702410,1990,California,2410,231,3874,0,24,973,1581,67,31,40,97,200,158,426,527,169,3224,1859,5083,0.3657289002557545,1648,0.9593446601941747,101404.79360852197,614100,6.055926728382904
G06003702410,1990,California,2410,231,3874,0,24,973,1581,67,31,40,97,200,158,426,527,169,3224,1859,5083,0.3657289002557545,1648,0.9593446601941747,101404.79360852197,599300,5.909977020550194
G06003702411,1990,California,2411,887,3943,0,25,2623,1951,134,80,262,111,312,262,185,463,410,3831,3523,7354,0.47905901550176777,2085,0.9357314148681055,93317.23027375201,492900,5.281982743744607
G06003702411,1990,California,2411,887,3943,0,25,2623,1951,134,80,262,111,312,262,185,463,410,3831,3523,7354,0.47905901550176777,2085,0.9357314148681055,93317.23027375201,633900,6.792957722174289
G06003702412,1990,California,2412,259,3641,14,18,822,1465,50,6,31,0,92,244,207,546,389,4082,592,4674,0.12665810868635002,1515,0.966996699669967,111467.39130434782,555000,4.979034617259873
G06003702412,1990,California,2412,259,3641,14,18,822,1465,50,6,31,0,92,244,207,546,389,4082,592,4674,0.12665810868635002,1515,0.966996699669967,111467.39130434782,564400,5.06336421257923
G06003702413,1990,California,2413,241,1968,0,11,914,862,54,13,0,17,51,149,237,394,55,2334,778,3112,0.25,916,0.9410480349344978,119819.3641618497,599900,5.00670325031659
G06003702414,1990,California,2414,537,1905,8,38,961,956,45,22,0,29,127,68,275,347,133,2059,1321,3380,0.3908284023668639,1001,0.955044955044955,97149.23469387754,544000,5.599632377076086
G06003702420,1990,California,2420,168,2243,19,0,551,905,20,8,0,41,51,88,169,398,170,1667,1306,2973,0.4392869155734948,925,0.9783783783783784,103402.36686390532,622500,6.020171673819743
G06003702422,1990,California,2422,482,2595,0,46,1845,1243,69,16,82,68,177,207,342,233,187,2596,2320,4916,0.47192839707078926,1312,0.9474085365853658,98691.31455399061,518100,5.249702087173693
G06003702422,1990,California,2422,482,2595,0,46,1845,1243,69,16,82,68,177,207,342,233,187,2596,2320,4916,0.47192839707078926,1312,0.9474085365853658,98691.31455399061,450000,4.559671760718321
G06003702423,1990,California,2423,247,1598,0,0,1145,801,99,0,79,79,240,61,148,177,116,1616,1367,2983,0.45826349312772374,900,0.89,110615.38461538461,476400,4.306815020862309
G06003702427,1990,California,2427,290,2264,0,0,1255,944,42,0,60,15,132,133,299,185,162,2318,1436,3754,0.3825253063399041,986,0.9574036511156186,87272.72727272728,543100,6.223020833333333
G06003702430,1990,California,2430,656,1554,17,0,3053,1064,41,0,51,59,91,162,344,218,180,3408,1800,5208,0.3456221198156682,1105,0.96289592760181,97700.1953125,541700,5.544512969163876
G06003702430,1990,California,2430,656,1554,17,0,3053,1064,41,0,51,59,91,162,344,218,180,3408,1800,5208,0.3456221198156682,1105,0.96289592760181,97700.1953125,478700,4.899683142585836
G06003702431,1990,California,2431,372,2911,0,0,1282,1110,38,36,88,29,64,181,397,193,160,1804,2620,4424,0.5922242314647378,1148,0.9668989547038328,98480.76923076923,408400,4.147002538566686
G06003702612,1990,California,2612,3917,29,0,270,12,1708,109,18,73,117,713,227,358,141,170,4123,105,4228,0.024834437086092714,1817,0.9400110071546505,555017.5438596491,1990000,3.5854722468074347
G06003702621,1990,California,2621,3221,59,0,207,89,1367,133,0,27,32,122,444,427,141,307,3406,170,3576,0.04753914988814318,1500,0.9113333333333333,592821.2412587412,2000001,3.373699963505668
G06003702622,1990,California,2622,3571,20,8,205,29,1590,76,0,23,52,258,379,691,210,53,3561,152,3713,0.04093724750875303,1666,0.9543817527010804,589042.6497277677,2000001,3.395341578278452
G06003702624,1990,California,2624,3025,23,5,225,55,1221,59,6,13,5,120,508,339,176,113,3235,98,3333,0.029402940294029404,1280,0.95390625,594288.9908256881,2000001,3.3653677434294313
G06003702625,1990,California,2625,3264,11,0,169,9,1408,65,6,20,37,180,97,357,478,298,3339,114,3453,0.03301476976542137,1473,0.9558723693143245,558169.9507389163,2000001,3.583139861528482
G06003702628,1990,California,2628,3866,14,0,141,28,1597,92,8,36,38,87,183,735,233,369,3746,286,4032,0.07093253968253968,1689,0.9455298993487271,585413.1886477462,2000001,3.416392112073575
G06003702640,1990,California,2640,3023,51,12,125,38,1310,57,16,33,25,98,90,249,369,487,3100,149,3249,0.04586026469682979,1367,0.958302852962692,589949.494949495,2000001,3.390122403903775
G06003702651,1990,California,2651,2515,38,0,40,17,1167,120,0,25,63,55,307,307,195,335,2510,100,2610,0.038314176245210725,1287,0.9067599067599068,585191.9561243145,2000001,3.4176836832239923
G06003702652,1990,California,2652,3844,48,9,362,79,1845,194,0,0,195,500,512,264,147,421,3146,414,3560,0.11629213483146067,2039,0.9048553212359,600000.0,1768800,2.948
G06003702652,1990,California,2652,3844,48,9,362,79,1845,194,0,0,195,500,512,264,147,421,3146,414,3560,0.11629213483146067,2039,0.9048553212359,600000.0,2000001,3.333335
G06003702652,1990,California,2652,3844,48,9,362,79,1845,194,0,0,195,500,512,264,147,421,3146,414,3560,0.11629213483146067,2039,0.9048553212359,600000.0,764200,1.2736666666666667
G06003702654,1990,California,2654,2830,31,6,153,33,1365,67,0,14,16,7,137,338,550,370,2910,135,3045,0.04433497536945813,1432,0.9532122905027933,582260.6382978724,2000001,3.434889581144658
G06003702654,1990,California,2654,2830,31,6,153,33,1365,67,0,14,16,7,137,338,550,370,2910,135,3045,0.04433497536945813,1432,0.9532122905027933,582260.6382978724,2000001,3.434889581144658
G06003702655,1990,California,2655,6219,167,7,1134,35,4135,499,102,1166,547,1410,445,299,339,326,6350,1189,7539,0.15771322456559225,4634,0.8923176521363833,509934.70149253734,786200,1.5417660294521174
G06003702655,1990,California,2655,6219,167,7,1134,35,4135,499,102,1166,547,1410,445,299,339,326,6350,1189,7539,0.15771322456559225,4634,0.8923176521363833,509934.70149253734,951100,1.865140766486783
G06003702655,1990,California,2655,6219,167,7,1134,35,4135,499,102,1166,547,1410,445,299,339,326,6350,1189,7539,0.15771322456559225,4634,0.8923176521363833,509934.70149253734,1066300,2.091052044269642
G06003702656,1990,California,2656,4242,7,40,383,70,2418,682,232,434,491,482,282,440,328,411,4530,212,4742,0.044706874736398144,3100,0.78,585866.9833729216,1536500,2.6226089600648694
G06003702656,1990,California,2656,4242,7,40,383,70,2418,682,232,434,491,482,282,440,328,411,4530,212,4742,0.044706874736398144,3100,0.78,585866.9833729216,1550000,2.645651733225218
G06003702657,1990,California,2657,4131,59,11,123,73,2314,217,78,194,329,343,356,336,341,554,4129,268,4397,0.06095064816920628,2531,0.9142631370999605,569117.6470588235,2000001,3.514213643410853
G06003702657,1990,California,2657,4131,59,11,123,73,2314,217,78,194,329,343,356,336,341,554,4129,268,4397,0.06095064816920628,2531,0.9142631370999605,569117.6470588235,1418500,2.4924547803617574
G06003702671,1990,California,2671,4530,126,18,242,53,2553,236,39,46,133,538,396,396,469,772,4397,466,4863,0.09582562204400576,2789,0.9153818572965221,517883.5978835979,1189400,2.296655087862689
G06003702671,1990,California,2671,4530,126,18,242,53,2553,236,39,46,133,538,396,396,469,772,4397,466,4863,0.09582562204400576,2789,0.9153818572965221,517883.5978835979,1222500,2.360569064160196
G06003702672,1990,California,2672,4403,94,16,453,76,2632,212,104,414,206,583,513,286,221,517,4674,357,5031,0.07096004770423375,2844,0.9254571026722925,471735.82995951414,989700,2.0979962452395
G06003702672,1990,California,2672,4403,94,16,453,76,2632,212,104,414,206,583,513,286,221,517,4674,357,5031,0.07096004770423375,2844,0.9254571026722925,471735.82995951414,1158500,2.4558236335353754
G06003702673,1990,California,2673,3326,162,0,980,347,2587,178,115,304,243,546,871,416,164,106,4035,681,4716,0.14440203562340967,2765,0.935623869801085,309166.6666666667,748600,2.4213477088948787
G06003702676,1990,California,2676,1553,86,14,800,433,1131,87,26,105,23,294,152,169,309,140,2531,302,2833,0.10660077656194847,1218,0.9285714285714286,326879.65260545904,1188500,3.635894710872412
G06003702677,1990,California,2677,805,29,12,556,150,641,34,8,95,53,60,118,101,128,112,1336,216,1552,0.13917525773195877,675,0.9496296296296296,407386.36363636365,1078000,2.646136680613668
G06003702678,1990,California,2678,2109,36,0,310,34,1097,56,5,82,60,72,54,83,348,449,2355,126,2481,0.05078597339782346,1153,0.9514310494362532,450471.69811320753,1684900,3.7403015706806286
G06003702679,1990,California,2679,4723,80,8,271,49,2893,372,122,503,414,457,714,225,298,532,4838,275,5113,0.05378447095638569,3265,0.8860643185298622,492964.82412060304,1585900,3.217065239551478
G06003702679,1990,California,2679,4723,80,8,271,49,2893,372,122,503,414,457,714,225,298,532,4838,275,5113,0.05378447095638569,3265,0.8860643185298622,492964.82412060304,1587100,3.219499490316004
G06003702690,1990,California,2690,4172,196,11,236,136,2015,127,7,308,45,237,168,645,391,341,4406,244,4650,0.052473118279569894,2142,0.9407096171802054,576652.9922779923,2000001,3.4682920695499337
G06003702691,1990,California,2691,4033,20,0,216,29,2175,120,103,163,17,294,459,441,413,405,3922,376,4298,0.08748255002326663,2295,0.9477124183006536,466687.61220825854,2000001,4.285524080093866
G06003702693,1990,California,2693,3617,86,5,258,94,1777,71,23,43,94,89,119,228,425,827,3815,219,4034,0.05428854734754586,1848,0.9615800865800865,547794.6199829206,2000001,3.651005188883303
G06003702695,1990,California,2695,3414,124,0,233,67,1452,31,6,0,0,6,81,401,928,61,3721,75,3796,0.01975763962065332,1483,0.9790964261631827,530773.5426008969,2000001,3.7680872151230327
G06003702696,1990,California,2696,1715,3149,32,321,1005,2091,129,0,0,0,260,555,726,507,172,4612,1585,6197,0.2557689204453768,2220,0.9418918918918919,297518.2481751825,840900,2.8263812561334642
G06003702696,1990,California,2696,1715,3149,32,321,1005,2091,129,0,0,0,260,555,726,507,172,4612,1585,6197,0.2557689204453768,2220,0.9418918918918919,297518.2481751825,1221200,4.104622178606477
G06003702697,1990,California,2697,2212,787,6,484,757,1622,62,39,50,22,85,425,240,324,499,3905,295,4200,0.07023809523809524,1684,0.9631828978622328,296517.71336553944,1353400,4.5643141674020775
