GISJOIN,YEAR,STATE,TRACTA,race_white,race_black,race_american_indian_eskimo_aleut,race_asian_pacific_islander,race_other,housing_occupied,housing_vacant,year_built_1989_to_1990,year_built_1985_to_1988,year_built_1980_to_1984,year_built_1970_to_1979,year_built_1960_to_1969,year_built_1950_to_1959,year_built_1940_to_1949,year_built_1939_or_earlier,total_above_poverty,total_below_poverty,total_poverty_determined,poverty_rate,total_housing_units,occupancy_rate,avg_home_value_1990,2019-23_value,home_value_ratio_2019_23_to_1990
G06008300003,1990,California,3,5466,167,41,158,780,3088,170,10,198,293,556,502,508,304,887,5216,1020,6236,0.163566388710712,3258,0.9478207489257213,327291.1051212938,1192100,3.6423232448013176
G06008300003,1990,California,3,5466,167,41,158,780,3088,170,10,198,293,556,502,508,304,887,5216,1020,6236,0.163566388710712,3258,0.9478207489257213,327291.1051212938,1152000,3.5198023471278566
G06008300004,1990,California,4,4468,58,16,139,139,2298,152,5,99,21,251,317,302,203,1252,4356,360,4716,0.07633587786259542,2450,0.9379591836734694,478771.5517241379,1917500,4.005041638532523
G06008300006,1990,California,6,4560,81,30,114,284,2209,122,15,15,92,297,443,525,348,596,4694,326,5020,0.0649402390438247,2331,0.9476619476619477,455890.756302521,2000001,4.387018101048829
G06008300007,1990,California,7,6030,219,19,202,446,2313,118,12,114,184,573,390,837,166,155,5497,477,5974,0.07984599933043188,2431,0.9514603044014809,514119.2170818505,2000001,3.890150248325748
G06008300009,1990,California,9,2374,157,56,46,761,1362,102,33,90,105,228,164,124,155,565,2529,586,3115,0.18812199036918137,1464,0.930327868852459,329326.92307692306,1120000,3.4008759124087593
G06008300010,1990,California,10,4112,209,83,152,1553,2560,184,10,180,150,139,304,374,241,1346,5258,836,6094,0.1371841155234657,2744,0.9329446064139941,267054.2635658915,856500,3.207213352685051
G06008300010,1990,California,10,4112,209,83,152,1553,2560,184,10,180,150,139,304,374,241,1346,5258,836,6094,0.1371841155234657,2744,0.9329446064139941,267054.2635658915,1041700,3.9007053701015963
G06008300011,1990,California,11,5261,229,217,76,2428,2743,125,40,160,254,366,365,331,346,1006,6774,1349,8123,0.1660716484057614,2868,0.956415620641562,251983.07134220074,1124000,4.4606171121454965
G06008300011,1990,California,11,5261,229,217,76,2428,2743,125,40,160,254,366,365,331,346,1006,6774,1349,8123,0.1660716484057614,2868,0.956415620641562,251983.07134220074,1119700,4.443552473727146
G06008300014,1990,California,14,3624,5,27,15,99,1677,288,15,43,50,331,523,225,145,633,3467,198,3665,0.05402455661664393,1965,0.8534351145038168,541236.5951742628,2000001,3.69524348100678
G06008300014,1990,California,14,3624,5,27,15,99,1677,288,15,43,50,331,523,225,145,633,3467,198,3665,0.05402455661664393,1965,0.8534351145038168,541236.5951742628,2000001,3.69524348100678
G06008300015,1990,California,15,2904,0,18,15,48,1166,186,56,84,86,219,178,310,103,316,2813,167,2980,0.05604026845637584,1352,0.8624260355029586,570764.993880049,2000001,3.504070889849136
G06008300018,1990,California,18,851,32,0,0,285,427,126,0,18,41,84,21,267,90,32,1139,29,1168,0.02482876712328767,553,0.7721518987341772,70520.0,249100,3.5323312535450935
G06008300021,1990,California,21,6613,112,75,307,1022,3320,219,96,696,350,368,316,854,248,611,7214,711,7925,0.0897160883280757,3539,0.9381181124611472,164029.12621359224,431200,2.6288014205386205
G06008300021,1990,California,21,6613,112,75,307,1022,3320,219,96,696,350,368,316,854,248,611,7214,711,7925,0.0897160883280757,3539,0.9381181124611472,164029.12621359224,488800,2.979958567623557
G06008300021,1990,California,21,6613,112,75,307,1022,3320,219,96,696,350,368,316,854,248,611,7214,711,7925,0.0897160883280757,3539,0.9381181124611472,164029.12621359224,422500,2.5757620597810003
G06008300025,1990,California,25,1920,0,48,528,3534,1512,33,13,362,161,106,347,204,115,237,4600,1375,5975,0.2301255230125523,1545,0.9786407766990292,90139.81358189082,482400,5.351686239751827
G06008300025,1990,California,25,1920,0,48,528,3534,1512,33,13,362,161,106,347,204,115,237,4600,1375,5975,0.2301255230125523,1545,0.9786407766990292,90139.81358189082,440200,4.883524632543024
G06008505001,1990,California,5001,2663,211,5,970,1242,1560,89,0,161,5,180,187,491,294,331,4504,543,5047,0.107588666534575,1649,0.9460278956943602,190071.30124777183,1022400,5.379034042952265
G06008505002,1990,California,5002,2988,365,38,565,924,1327,70,5,85,9,83,155,194,322,544,2895,303,3198,0.0947467166979362,1397,0.9498926270579814,225995.50898203594,1117800,4.946115987149339
G06008505003,1990,California,5003,849,93,43,6,142,181,8,0,0,0,19,35,14,16,105,793,340,1133,0.3000882612533098,189,0.9576719576719577,162500.0,1108200,6.819692307692308
G06008505004,1990,California,5004,1738,151,28,155,227,962,53,0,10,12,126,147,90,154,476,2037,227,2264,0.10026501766784453,1015,0.9477832512315271,326983.0028328612,1650000,5.046133853151397
G06008505005,1990,California,5005,3817,93,75,174,282,1803,58,7,17,7,25,130,578,424,673,4006,200,4206,0.0475511174512601,1861,0.968833960236432,346583.69098712446,1580900,4.561380241226441
G06008505006,1990,California,5006,2924,154,27,163,194,1487,59,4,42,116,38,211,129,242,764,3130,275,3405,0.08076358296622614,1546,0.961836998706339,309069.06906906905,1697700,5.49294694908667
G06008505008,1990,California,5008,1617,69,20,59,349,870,69,0,194,4,158,49,76,48,410,1462,636,2098,0.3031458531935176,939,0.9265175718849841,156875.0,1016400,6.479043824701195
G06008505009,1990,California,5009,2921,415,40,1840,925,1732,134,0,379,165,76,240,311,248,447,2923,1436,4359,0.32943335627437487,1866,0.9281886387995713,187013.88888888888,884200,4.7279910880059415
G06008505010,1990,California,5010,2927,316,76,637,1196,2022,159,42,73,86,240,264,242,479,755,4037,1089,5126,0.21244635193133046,2181,0.9270976616231087,188379.39698492462,1075600,5.709753917972658
G06008505011,1990,California,5011,4168,163,132,1036,1394,2182,112,27,11,0,221,298,397,415,925,5795,1056,6851,0.15413808203182017,2294,0.951176983435048,188650.1024590164,987100,5.232438186533422
G06008505011,1990,California,5011,4168,163,132,1036,1394,2182,112,27,11,0,221,298,397,415,925,5795,1056,6851,0.15413808203182017,2294,0.951176983435048,188650.1024590164,1105500,5.860055126342516
G06008505012,1990,California,5012,2889,173,82,424,724,1310,55,0,0,38,95,208,208,266,550,3572,637,4209,0.1513423616060822,1365,0.9597069597069597,194804.78589420655,1007100,5.1697908517860025
G06008505013,1990,California,5013,3143,281,21,639,424,1134,20,0,0,29,25,160,182,64,694,2922,1577,4499,0.3505223382973994,1154,0.9826689774696707,309105.7441253264,1446200,4.678657797487065
G06008505014,1990,California,5014,3365,201,67,512,1548,1720,70,18,164,96,219,302,258,148,585,4339,1328,5667,0.2343391565202047,1790,0.9608938547486033,163966.99266503667,791200,4.825361416589003
G06008505014,1990,California,5014,3365,201,67,512,1548,1720,70,18,164,96,219,302,258,148,585,4339,1328,5667,0.2343391565202047,1790,0.9608938547486033,163966.99266503667,960900,5.8603258154706435
G06008505015,1990,California,5015,3073,240,129,971,3539,2073,60,0,131,135,366,329,619,197,356,5831,2010,7841,0.25634485397270756,2133,0.9718706047819972,187561.98347107437,1034400,5.514976867151355
G06008505016,1990,California,5016,3473,378,58,1136,1756,2255,119,78,20,43,237,586,379,278,753,4626,2073,6699,0.30944917151813706,2374,0.9498736310025274,261754.8746518106,1079200,4.122941364265191
G06008505016,1990,California,5016,3473,378,58,1136,1756,2255,119,78,20,43,237,586,379,278,753,4626,2073,6699,0.30944917151813706,2374,0.9498736310025274,261754.8746518106,851700,3.2538075981696286
G06008505017,1990,California,5017,2198,118,81,66,2457,1269,47,80,75,26,108,225,216,199,387,3822,1040,4862,0.21390374331550802,1316,0.9642857142857143,169023.90438247012,973700,5.76072362993518
G06008505018,1990,California,5018,3761,44,22,185,834,1582,72,4,63,46,87,135,221,301,797,4264,578,4842,0.11937216026435357,1654,0.9564691656590084,246662.74970622797,1315200,5.33197656138345
G06008505019,1990,California,5019,1730,70,12,121,230,1076,78,14,82,247,265,201,144,66,135,1903,228,2131,0.10699202252463633,1154,0.9324090121317158,218265.306122449,1103600,5.05623188405797
G06008505019,1990,California,5019,1730,70,12,121,230,1076,78,14,82,247,265,201,144,66,135,1903,228,2131,0.10699202252463633,1154,0.9324090121317158,218265.306122449,912000,4.178401122019635
G06008505020,1990,California,5020,5929,503,0,562,1872,3450,175,0,106,101,189,664,586,1011,968,7673,1181,8854,0.13338604020781566,3625,0.9517241379310345,206342.93680297397,1105900,5.359524377885373
G06008505020,1990,California,5020,5929,503,0,562,1872,3450,175,0,106,101,189,664,586,1011,968,7673,1181,8854,0.13338604020781566,3625,0.9517241379310345,206342.93680297397,1084400,5.255328904402657
G06008505022,1990,California,5022,6446,687,37,744,556,4162,182,75,677,568,1624,808,440,125,27,7656,617,8273,0.07457995890245377,4344,0.9581031307550645,249688.28451882844,1125000,4.5056178833859795
G06008505022,1990,California,5022,6446,687,37,744,556,4162,182,75,677,568,1624,808,440,125,27,7656,617,8273,0.07457995890245377,4344,0.9581031307550645,249688.28451882844,964200,3.8616149005873432
G06008505023,1990,California,5023,5022,177,0,197,456,2635,138,10,13,94,267,752,635,585,417,5458,311,5769,0.05390882301958745,2773,0.9502344031734583,340533.3607907743,2000001,5.873142635293264
G06008505023,1990,California,5023,5022,177,0,197,456,2635,138,10,13,94,267,752,635,585,417,5458,311,5769,0.05390882301958745,2773,0.9502344031734583,340533.3607907743,1776800,5.2176973083458815
G06008505024,1990,California,5024,5451,93,27,199,300,2633,85,9,152,189,179,297,378,575,939,5771,299,6070,0.04925864909390445,2718,0.9687270051508462,291198.51258581236,1960800,6.73355087767551
G06008505025,1990,California,5025,5202,69,31,188,203,2430,58,31,24,0,54,291,822,727,539,5364,309,5673,0.05446853516657853,2488,0.9766881028938906,306513.5960044395,1832900,5.97983262045398
G06008505028,1990,California,5028,3430,17,93,333,136,1396,37,7,0,6,10,313,985,102,10,3871,102,3973,0.025673294739491568,1433,0.9741800418702024,255974.02597402598,1613600,6.303764586504313
G06008505034,1990,California,5034,3205,667,62,2289,3835,2072,20,41,55,33,650,896,405,7,5,8336,1633,9969,0.16380780419299829,2092,0.9904397705544933,166196.1503208066,818100,4.922496690933157
G06008505034,1990,California,5034,3205,667,62,2289,3835,2072,20,41,55,33,650,896,405,7,5,8336,1633,9969,0.16380780419299829,2092,0.9904397705544933,166196.1503208066,832400,5.0085395984998895
G06008505039,1990,California,5039,3530,319,80,920,1595,1933,63,72,43,37,212,357,647,489,139,5782,605,6387,0.09472365742915297,1996,0.968436873747495,195505.66695727987,903100,4.6193034404334545
G06008505039,1990,California,5039,3530,319,80,920,1595,1933,63,72,43,37,212,357,647,489,139,5782,605,6387,0.09472365742915297,1996,0.968436873747495,195505.66695727987,1019600,5.215194095743494
G06008505040,1990,California,5040,4400,749,57,2144,2741,2420,40,53,211,158,348,641,825,178,46,8405,1587,9992,0.15882706164931945,2460,0.983739837398374,181527.2792534099,819700,4.515574757531118
G06008505040,1990,California,5040,4400,749,57,2144,2741,2420,40,53,211,158,348,641,825,178,46,8405,1587,9992,0.15882706164931945,2460,0.983739837398374,181527.2792534099,927400,5.108874015047406
G06008505041,1990,California,5041,3915,201,192,688,2640,2050,61,16,45,90,186,480,778,312,204,7073,537,7610,0.07056504599211563,2111,0.9711037423022264,185535.47297297296,918900,4.9526917159062975
G06008505041,1990,California,5041,3915,201,192,688,2640,2050,61,16,45,90,186,480,778,312,204,7073,537,7610,0.07056504599211563,2111,0.9711037423022264,185535.47297297296,909300,4.900949588936333
G06008505042,1990,California,5042,6892,360,31,663,512,2930,72,0,202,219,637,582,719,368,275,7874,418,8292,0.050410033767486734,3002,0.9760159893404398,362418.44416562107,1187300,3.27604739525182
G06008505042,1990,California,5042,6892,360,31,663,512,2930,72,0,202,219,637,582,719,368,275,7874,418,8292,0.050410033767486734,3002,0.9760159893404398,362418.44416562107,1541900,4.25447441989285
G06008505051,1990,California,5051,1576,25,0,224,273,707,33,0,17,9,43,126,148,366,31,1844,254,2098,0.12106768350810296,740,0.9554054054054054,199794.5205479452,948800,4.748878985258828
G06008505055,1990,California,5055,3030,44,0,249,158,1526,27,0,55,24,70,337,879,171,17,3248,233,3481,0.06693478885377765,1553,0.9826142949130715,274644.62299134734,1578600,5.747791392405063
G06008505056,1990,California,5056,3366,80,0,331,223,1259,34,0,165,46,185,171,136,100,490,2390,404,2794,0.14459556191839656,1293,0.9737045630317092,255594.4625407166,1460300,5.713347564278204
G06008505057,1990,California,5057,3973,94,13,296,357,2051,75,32,75,75,130,534,401,346,533,3941,573,4514,0.12693841382365972,2126,0.964722483537159,267366.3793103448,1439300,5.383249770268746
G06008505058,1990,California,5058,3561,37,21,264,223,1721,72,0,113,53,50,181,808,505,83,3885,204,4089,0.049889948642699924,1793,0.9598438371444507,251030.59177532597,1429400,5.694126719341531
G06008505059,1990,California,5059,5744,178,34,579,36,3145,125,16,375,168,316,874,1317,129,75,6018,434,6452,0.06726596404215747,3270,0.9617737003058104,286761.9243421053,1724700,6.014396799564098
G06008505059,1990,California,5059,5744,178,34,579,36,3145,125,16,375,168,316,874,1317,129,75,6018,434,6452,0.06726596404215747,3270,0.9617737003058104,286761.9243421053,1318300,4.5971933094830115
G06008505060,1990,California,5060,3666,60,17,332,173,1838,82,4,74,151,420,229,758,245,39,3965,273,4238,0.06441717791411043,1920,0.9572916666666667,271931.7023445464,1466100,5.391427286188218
G06008505069,1990,California,5069,6211,26,17,452,20,2280,67,27,160,66,415,816,602,200,61,6546,165,6711,0.024586499776486366,2347,0.9714529186195143,434104.1095890411,2000001,4.607192044077553
G06008505070,1990,California,5070,7303,48,20,273,131,3247,231,30,91,243,543,568,509,392,1102,7143,370,7513,0.049247970185012646,3478,0.9335825186889016,482650.8152173913,2000001,4.143784568351299
G06008505070,1990,California,5070,7303,48,20,273,131,3247,231,30,91,243,543,568,509,392,1102,7143,370,7513,0.049247970185012646,3478,0.9335825186889016,482650.8152173913,2000001,4.143784568351299
G06008505070,1990,California,5070,7303,48,20,273,131,3247,231,30,91,243,543,568,509,392,1102,7143,370,7513,0.049247970185012646,3478,0.9335825186889016,482650.8152173913,2000001,4.143784568351299
G06008505071,1990,California,5071,2389,0,10,165,64,1376,92,5,40,40,222,323,394,207,237,2420,208,2628,0.0791476407914764,1468,0.9373297002724795,412645.7725947522,2000001,4.8467744802614146
G06008505075,1990,California,5075,4453,33,0,989,9,1971,43,8,77,13,244,875,729,46,22,5423,61,5484,0.01112326768781911,2014,0.9786494538232373,550925.2085816448,2000001,3.630258642818317
G06008505076,1990,California,5076,4187,34,7,891,0,1853,62,70,104,104,552,614,302,106,63,5048,65,5113,0.012712693135145708,1915,0.9676240208877285,565500.0,2000001,3.5366949602122015
G06008505086,1990,California,5086,5037,159,45,620,492,2694,103,0,306,163,266,321,844,503,394,6118,199,6317,0.03150229539338294,2797,0.9631748301751877,290587.0883882149,2000001,6.882621699034555
G06008505086,1990,California,5086,5037,159,45,620,492,2694,103,0,306,163,266,321,844,503,394,6118,199,6317,0.03150229539338294,2797,0.9631748301751877,290587.0883882149,1825400,6.281765683825997
G06008505088,1990,California,5088,1974,79,95,589,426,1303,117,0,13,141,435,239,186,331,75,2882,263,3145,0.08362480127186009,1420,0.9176056338028169,241185.89743589744,1800600,7.465610631229236
G06008505089,1990,California,5089,2160,151,56,1693,542,1497,55,0,60,26,179,482,697,68,40,4210,361,4571,0.07897615401443886,1552,0.9645618556701031,237996.2192816635,1245000,5.231175536139793
G06008505090,1990,California,5090,4126,251,16,1356,917,2452,55,10,214,147,164,630,1122,220,0,6238,398,6636,0.05997588908981314,2507,0.9780614280015956,239623.71721778793,1785700,7.452100404472995
G06008505090,1990,California,5090,4126,251,16,1356,917,2452,55,10,214,147,164,630,1122,220,0,6238,398,6636,0.05997588908981314,2507,0.9780614280015956,239623.71721778793,1553200,6.481829169640733
G06008505095,1990,California,5095,3480,283,40,597,779,2285,69,48,216,89,240,661,459,263,378,4689,459,5148,0.08916083916083917,2354,0.9706881903143585,300117.1875,2000001,6.6640668488871535
G06008505096,1990,California,5096,1939,69,0,312,121,1220,63,264,111,17,54,164,133,219,321,2290,144,2434,0.05916187345932621,1283,0.950896336710834,306081.08108108107,2000001,6.534219602649007
G06008505097,1990,California,5097,2448,156,26,363,113,1442,66,0,0,60,82,410,622,249,85,2946,155,3101,0.04998387616897775,1508,0.9562334217506632,356741.0714285714,2000001,5.606309898635965
G06008505101,1990,California,5101,2619,23,6,326,5,1080,26,9,3,10,240,419,414,11,0,2945,34,2979,0.011413225914736489,1106,0.976491862567812,555208.9704383282,2000001,3.6022490746520766
G06008505102,1990,California,5102,3582,13,5,356,15,1483,32,5,12,20,109,138,764,393,74,3929,42,3971,0.01057668093679174,1515,0.9788778877887789,543129.357087529,2000001,3.682365856128241
G06008505103,1990,California,5103,3330,7,0,246,7,1576,64,26,83,71,363,336,361,187,213,3540,50,3590,0.013927576601671309,1640,0.9609756097560975,555760.5263157894,2000001,3.5986740786688705
G06008505104,1990,California,5104,2314,28,0,302,30,1077,23,0,0,64,44,261,561,136,34,2586,88,2674,0.032909498878085267,1100,0.9790909090909091,553388.3826879271,2000001,3.6141000833547725
G06008505105,1990,California,5105,3943,0,0,392,9,1548,45,6,56,19,157,449,613,150,143,4019,52,4071,0.012773274379759274,1593,0.9717514124293786,554196.2174940899,2000001,3.6088319206569266
G06008505106,1990,California,5106,4857,115,13,664,26,2439,82,0,72,335,286,397,876,426,129,5467,208,5675,0.03665198237885463,2521,0.9674732249107497,435923.5209235209,2000001,4.587963034806932
G06008505107,1990,California,5107,2565,272,13,510,275,1627,79,0,49,37,103,377,753,262,125,3352,266,3618,0.07352128247650636,1706,0.9536928487690504,337407.2356215213,2000001,5.927558122207713
G06008505109,1990,California,5109,3984,142,0,543,83,2013,66,0,97,26,136,320,933,498,69,4663,89,4752,0.01872895622895623,2079,0.9682539682539683,426187.2909698997,2000001,4.692774848936671
G06008505110,1990,California,5110,4651,280,6,730,96,2326,79,0,119,47,207,350,1309,329,44,5522,241,5763,0.041818497310428596,2405,0.9671517671517672,388606.93400167086,2000001,5.1465911310563515
G06008505111,1990,California,5111,4423,41,5,426,35,1917,39,5,11,0,32,74,995,719,120,4804,126,4930,0.025557809330628803,1956,0.9800613496932515,505403.93013100437,2000001,3.9572327810778702
G06008505112,1990,California,5112,4118,78,6,317,2,1793,70,10,55,15,94,195,273,193,1028,4378,129,4507,0.028622143332593743,1863,0.9624261943102523,531865.0793650794,2000001,3.7603540401402666
G06008505121,1990,California,5121,1209,17,44,335,376,515,15,9,83,114,167,31,59,21,46,1694,160,1854,0.08629989212513485,530,0.9716981132075472,460348.5576923077,1458300,3.167817028276024
G06008505124,1990,California,5124,6786,109,62,472,1103,2496,84,42,262,176,883,392,354,133,338,7861,560,8421,0.06650041562759768,2580,0.9674418604651163,394108.48733744014,1459300,3.7027875493341784
G06008505124,1990,California,5124,6786,109,62,472,1103,2496,84,42,262,176,883,392,354,133,338,7861,560,8421,0.06650041562759768,2580,0.9674418604651163,394108.48733744014,1447300,3.672339080484723
G06008701001,1990,California,1001,2032,42,0,127,75,780,16,2,38,47,170,178,148,132,81,2193,74,2267,0.032642258491398325,796,0.9798994974874372,286703.125,1164600,4.062041528148673
G06008701002,1990,California,1002,5437,99,72,210,204,2323,101,23,94,82,324,387,366,514,634,5185,646,5831,0.11078717201166181,2424,0.9583333333333334,232086.5570599613,1109200,4.779251388150972
G06008701003,1990,California,1003,2212,3,6,68,60,872,32,7,19,95,141,139,280,114,109,2171,166,2337,0.07103123662815576,904,0.9646017699115044,389568.21480406384,1376000,3.5321156801564757
G06008701004,1990,California,1004,3424,255,88,711,253,360,14,13,93,35,166,67,0,0,0,740,152,892,0.17040358744394618,374,0.9625668449197861,117636.98630136986,808300,6.87113828238719
G06008701005,1990,California,1005,3822,62,28,220,187,1625,128,130,77,188,827,244,189,63,35,3573,746,4319,0.17272516786293124,1753,0.9269823160296634,325031.0945273632,1250000,3.8457858987850377
G06008701006,1990,California,1006,2817,46,18,75,91,1143,48,7,22,25,46,40,279,234,538,2621,418,3039,0.13754524514642974,1191,0.9596977329974811,257571.2143928036,1185100,4.6010576251455175
G06008701007,1990,California,1007,1201,8,4,74,54,675,41,0,106,16,92,88,90,20,304,1054,287,1341,0.2140193885160328,716,0.9427374301675978,295210.2803738318,722100,2.4460530273051044
G06008701008,1990,California,1008,4945,111,80,246,759,2597,188,0,145,50,579,457,334,387,833,4906,1174,6080,0.1930921052631579,2785,0.9324955116696589,242900.94339622642,1109800,4.56894067385183
G06008701008,1990,California,1008,4945,111,80,246,759,2597,188,0,145,50,579,457,334,387,833,4906,1174,6080,0.1930921052631579,2785,0.9324955116696589,242900.94339622642,1142400,4.70315176230702
G06008701009,1990,California,1009,3914,54,63,117,213,1924,201,32,127,205,377,313,284,215,572,3585,746,4331,0.17224659432001846,2125,0.9054117647058824,284646.1187214612,1245400,4.375257268899137
G06008701010,1990,California,1010,4384,175,37,228,895,2349,228,35,227,176,481,188,340,293,837,4313,1380,5693,0.24240295099244685,2577,0.9115250291036089,249635.25835866263,1106400,4.432066236454402
G06008701010,1990,California,1010,4384,175,37,228,895,2349,228,35,227,176,481,188,340,293,837,4313,1380,5693,0.24240295099244685,2577,0.9115250291036089,249635.25835866263,1218000,4.879118470717155
G06008701011,1990,California,1011,4757,209,109,132,266,2054,131,7,97,21,471,432,421,285,451,4548,908,5456,0.16642228739002932,2185,0.940045766590389,252396.14243323443,1284400,5.08882579431561
G06008701012,1990,California,1012,2367,70,11,136,136,949,67,0,34,5,392,278,193,70,44,2405,309,2714,0.11385408990420044,1016,0.9340551181102362,270152.38095238095,1093800,4.0488260593668475
G06008701101,1990,California,1101,3226,7,29,355,1283,1917,70,10,224,198,789,267,217,141,141,4572,328,4900,0.06693877551020408,1987,0.964771011575239,173439.51985226222,690100,3.978908616604999
G06008701101,1990,California,1101,3226,7,29,355,1283,1917,70,10,224,198,789,267,217,141,141,4572,328,4900,0.06693877551020408,1987,0.964771011575239,173439.51985226222,616500,3.55455319828573
G06008701102,1990,California,1102,3733,24,29,311,1760,1904,60,64,179,62,302,169,415,411,362,5012,742,5754,0.12895377128953772,1964,0.9694501018329938,216896.55172413794,776700,3.5809697933227342
G06008701102,1990,California,1102,3733,24,29,311,1760,1904,60,64,179,62,302,169,415,411,362,5012,742,5754,0.12895377128953772,1964,0.9694501018329938,216896.55172413794,708100,3.2646899841017487
G06008701103,1990,California,1103,2084,54,114,254,3387,1516,93,53,177,66,207,160,163,189,594,4602,1083,5685,0.19050131926121372,1609,0.9422001243008079,182133.50785340313,555400,3.049411426518146
G06008701103,1990,California,1103,2084,54,114,254,3387,1516,93,53,177,66,207,160,163,189,594,4602,1083,5685,0.19050131926121372,1609,0.9422001243008079,182133.50785340313,653500,3.58802730865972
G06008701105,1990,California,1105,5600,48,93,454,3610,2851,209,11,527,450,843,376,505,177,171,7993,1475,9468,0.1557879171947613,3060,0.9316993464052288,195054.4015825915,684600,3.509790060851927
G06008701105,1990,California,1105,5600,48,93,454,3610,2851,209,11,527,450,843,376,505,177,171,7993,1475,9468,0.1557879171947613,3060,0.9316993464052288,195054.4015825915,456500,2.3403727180527385
G06008701105,1990,California,1105,5600,48,93,454,3610,2851,209,11,527,450,843,376,505,177,171,7993,1475,9468,0.1557879171947613,3060,0.9316993464052288,195054.4015825915,465600,2.387026369168357
G06008701105,1990,California,1105,5600,48,93,454,3610,2851,209,11,527,450,843,376,505,177,171,7993,1475,9468,0.1557879171947613,3060,0.9316993464052288,195054.4015825915,649500,3.3298402636916835
G06008701106,1990,California,1106,3973,20,46,407,1654,1726,39,12,54,132,803,363,195,133,73,5437,641,6078,0.1054623231326094,1765,0.9779036827195468,200438.72919818456,666300,3.3242078647445092
G06008701106,1990,California,1106,3973,20,46,407,1654,1726,39,12,54,132,803,363,195,133,73,5437,641,6078,0.1054623231326094,1765,0.9779036827195468,200438.72919818456,774800,3.865520416635218
G06008701107,1990,California,1107,2360,5,12,195,613,883,23,22,8,68,190,171,183,146,118,2739,410,3149,0.1302000635122261,906,0.9746136865342163,206258.8028169014,693000,3.3598566002304637
G06008701202,1990,California,1202,3120,44,12,52,42,1106,76,36,51,168,433,170,101,113,110,2991,168,3159,0.05318138651471985,1182,0.9357021996615905,340598.13753581664,1067200,3.1333113202586884
G06008701203,1990,California,1203,5018,34,37,39,86,1940,204,13,43,118,407,400,371,361,431,4808,341,5149,0.06622645173820159,2144,0.9048507462686567,235764.9092480553,822300,3.487796392697412
G06008701203,1990,California,1203,5018,34,37,39,86,1940,204,13,43,118,407,400,371,361,431,4808,341,5149,0.06622645173820159,2144,0.9048507462686567,235764.9092480553,900000,3.817361976684508
G06008701204,1990,California,1204,9391,14,74,108,183,3710,650,59,166,274,906,597,554,644,1160,9211,500,9711,0.05148800329523221,4360,0.8509174311926605,222277.6827704147,812100,3.6535381774642604
G06008701206,1990,California,1206,4592,31,75,31,66,1700,154,14,92,54,509,336,358,195,296,4499,264,4763,0.05542725173210162,1854,0.9169363538295577,235169.38775510204,860800,3.66034035389168
G06008701207,1990,California,1207,5164,16,13,96,61,2042,306,0,81,109,453,339,444,328,594,5006,305,5311,0.05742797966484654,2348,0.8696763202725724,220877.19298245615,921300,4.1710961080222395
G06008701208,1990,California,1208,4999,6,13,132,12,2092,115,26,392,81,680,673,210,67,78,4946,173,5119,0.03379566321547177,2207,0.9478930675124604,359707.24191063177,1220400,3.392759049046905
G06008701209,1990,California,1209,5501,8,16,291,34,2195,196,23,343,339,708,315,258,255,150,5366,213,5579,0.0381788851048575,2391,0.918025930572982,316287.15244487056,967000,3.0573483384487137
G06008701209,1990,California,1209,5501,8,16,291,34,2195,196,23,343,339,708,315,258,255,150,5366,213,5579,0.0381788851048575,2391,0.918025930572982,316287.15244487056,1237600,3.912900003789171
G06008701211,1990,California,1211,2085,0,0,54,5,711,54,8,75,135,198,94,82,83,90,1980,164,2144,0.07649253731343283,765,0.9294117647058824,403963.4146341463,1012400,2.5061675471698113
G06008701212,1990,California,1212,5423,10,31,233,67,1988,93,58,178,159,695,356,233,136,266,5274,392,5666,0.06918460995411224,2081,0.9553099471407976,367145.01510574017,1203600,3.2782686689981486
G06008701213,1990,California,1213,3457,49,19,144,269,1542,78,10,396,213,414,425,72,44,46,3375,519,3894,0.1332819722650231,1620,0.9518518518518518,282545.2016689847,1115300,3.9473330051685944
G06008701214,1990,California,1214,8090,133,71,322,410,3344,137,108,328,551,621,970,447,203,253,7589,831,8420,0.09869358669833729,3481,0.9606434932490664,231167.24738675958,1029500,4.4534855678649485
G06008701214,1990,California,1214,8090,133,71,322,410,3344,137,108,328,551,621,970,447,203,253,7589,831,8420,0.09869358669833729,3481,0.9606434932490664,231167.24738675958,966400,4.180523023588816
G06008701214,1990,California,1214,8090,133,71,322,410,3344,137,108,328,551,621,970,447,203,253,7589,831,8420,0.09869358669833729,3481,0.9606434932490664,231167.24738675958,872000,3.7721606752581205
G06008701215,1990,California,1215,4773,47,27,140,392,2313,410,34,201,427,531,517,331,317,365,4283,966,5249,0.1840350542960564,2723,0.8494307748806463,333635.4166666667,1104400,3.3102001311311624
G06008701215,1990,California,1215,4773,47,27,140,392,2313,410,34,201,427,531,517,331,317,365,4283,966,5249,0.1840350542960564,2723,0.8494307748806463,333635.4166666667,886000,2.6555933685097877
G06008701216,1990,California,1216,5839,37,90,110,114,2901,244,75,206,205,503,765,684,469,238,5603,537,6140,0.08745928338762216,3145,0.92241653418124,274610.8108108108,1247700,4.543521051906383
G06008701216,1990,California,1216,5839,37,90,110,114,2901,244,75,206,205,503,765,684,469,238,5603,537,6140,0.08745928338762216,3145,0.92241653418124,274610.8108108108,747200,2.7209416766726373
